,video_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,MOS_x,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,video_y,MOS_y,DMOS
255,CHMA-101_res2160_mu1000_sigma100_rate1126_aqOn.yuv,30,37,20,37,,36,6,32,42,40,52,33,39,27,25,27,17,18,1,32,25,24,38,21,22,30,14,32,3,19,16,38,10,41,33,6,19,26.16666667,CHMA-101,2160p,1126,1000,On,FALSE,2160p_1000,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,51.86036036
257,CHMA-101_res1080_mu5400_sigma300_rate5808_aqOn.yuv,83,72,75,91,66,87,65,50,77,78,80,,88,63,76,67,74,85,97,75,72,74,76,64,83,78,74,79,51,73,68,86,77,83,65,69,90,75.30555556,CHMA-101,1080p,5808,5400,On,FALSE,1080p_5400,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,2.721471471
258,CHMA-101_res600_mu800_sigma200_rate461_aqOn.yuv,65,26,13,41,,30,5,81,19,44,38,40,35,26,11,17,25,7,1,23,6,10,13,22,41,25,14,35,2,12,20,42,12,32,30,19,9,24.75,CHMA-101,600p,461,800,On,FALSE,600p_800,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,53.27702703
259,CHMA-101_res1080_mu500_sigma100_rate632_aqOn.yuv,32,25,22,34,20,40,1,64,24,52,29,37,34,26,25,27,21,17,7,43,12,25,14,25,29,28,23,37,1,7,15,45,12,13,27,12,37,25.45945946,CHMA-101,1080p,632,500,On,FALSE,1080p_500,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,52.56756757
260,CHMA-101_res720_mu1500_sigma300_rate1826_aqOn.yuv,66,47,31,57,55,41,40,52,57,75,61,65,69,62,38,37,26,62,29,50,24,38,76,42,57,58,68,61,23,44,37,59,28,60,33,49,66,49.81081081,CHMA-101,720p,1826,1500,On,FALSE,720p_1500,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-101_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.02702703,28.21621622
261,CARE-2_res2160_mu11200_sigma300_rate11440_aqOn.yuv,77,49,52,62,45,66,27,26,63,76,70,59,64,62,53,59,72,84,29,58,40,39,38,58,56,67,66,71,64,56,79,72,69,75,37,67,63,58.64864865,CARE-2,2160p,11440,11200,On,FALSE,2160p_11200,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,0.648648649
262,CARE-2_res1080_mu5400_sigma300_rate4886_aqOn.yuv,49,72,43,70,28,55,51,58,71,77,85,73,73,41,34,58,49,76,69,62,27,49,50,57,68,72,61,43,46,53,70,76,73,67,55,68,63,59.24324324,CARE-2,1080p,4886,5400,On,FALSE,1080p_5400,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,0.054054054
263,CARE-2_res2160_mu3000_sigma300_rate2565_aqOn.yuv,71,74,36,42,25,45,44,78,76,75,83,52,70,41,10,49,50,72,18,39,29,37,40,61,30,42,44,63,41,33,51,61,63,54,42,61,54,50.16216216,CARE-2,2160p,2565,3000,On,FALSE,2160p_3000,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,9.135135135
264,CARE-2_res1080_mu1200_sigma100_rate1214_aqOn.yuv,67,74,35,54,,67,40,26,66,77,83,,67,42,3,48,44,79,55,48,26,43,51,39,76,43,55,52,48,55,40,77,62,42,65,75,63,53.91428571,CARE-2,1080p,1214,1200,On,FALSE,1080p_1200,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,5.383011583
265,CARE-2_res720_mu1500_sigma300_rate1229_aqOn.yuv,57,62,28,65,34,51,27,46,42,77,67,65,66,51,35,63,47,81,29,54,40,49,51,57,69,50,57,51,26,63,54,73,61,57,51,52,69,53.43243243,CARE-2,720p,1229,1500,On,FALSE,720p_1500,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,5.864864865
266,CARE-2_res600_mu800_sigma200_rate1014_aqOn.yuv,72,39,33,62,45,43,21,40,63,85,73,76,85,56,32,53,48,89,62,38,68,49,25,47,52,74,48,59,57,66,66,48,62,46,60,72,70,56.32432432,CARE-2,600p,1014,800,On,FALSE,600p_800,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,2.972972973
268,CARE-2_res2160_mu1000_sigma100_rate971_aqOn.yuv,40,12,18,32,8,33,2,24,20,29,22,49,42,14,18,18,1,25,1,20,11,4,46,18,15,24,14,29,28,10,16,35,36,40,44,7,19,22.27027027,CARE-2,2160p,971,1000,On,FALSE,2160p_1000,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,37.02702703
269,CARE-2_res1080_mu500_sigma100_rate539_aqOn.yuv,70,25,26,54,,31,19,50,34,40,61,56,52,26,17,22,32,64,26,55,49,21,48,36,55,29,33,34,21,12,22,29,37,45,36,31,35,37.02777778,CARE-2,1080p,539,500,On,FALSE,1080p_500,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CARE-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,59.2972973,22.26951952
271,EXPA-510-1_res2160_mu11200_sigma300_rate11369_aqOn.yuv,81,95,74,81,64,94,83,48,84,62,90,81,91,69,77,75,78,96,72,68,77,66,79,63,76,82,75,79,56,94,95,79,96,76,67,82,95,78.37837838,EXPA-510-1,2160p,11369,11200,On,FALSE,2160p_11200,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,4.316066066
272,EXPA-510-1_res2160_mu3000_sigma300_rate3104_aqOn.yuv,82,58,87,71,50,78,97,49,85,89,77,,79,82,97,78,92,73,71,65,52,61,70,59,62,78,69,73,69,79,83,80,100,90,59,81,97,75.61111111,EXPA-510-1,2160p,3104,3000,On,FALSE,2160p_3000,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,7.083333333
273,EXPA-510-1_res1080_mu1200_sigma100_rate1196_aqOn.yuv,78,70,46,81,59,54,49,34,76,87,90,76,75,62,42,61,77,83,47,58,67,63,95,59,78,62,73,33,65,68,37,74,80,82,62,57,75,65.81081081,EXPA-510-1,1080p,1196,1200,On,FALSE,1080p_1200,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,16.88363363
274,EXPA-510-1_res1080_mu5400_sigma300_rate5269_aqOn.yuv,89,84,62,75,86,92,74,73,73,79,95,74,85,67,71,71,66,75,70,64,100,71,59,68,80,74,66,61,66,80,80,78,97,82,70,62,87,75.83783784,EXPA-510-1,1080p,5269,5400,On,FALSE,1080p_5400,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,6.856606607
275,EXPA-510-1_res600_mu800_sigma200_rate807_aqOn.yuv,74,49,71,68,,53,49,65,76,75,88,80,72,49,41,67,42,61,69,58,40,53,73,61,80,57,54,54,66,49,67,64,86,72,61,51,95,63.61111111,EXPA-510-1,600p,807,800,On,FALSE,600p_800,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,19.08333333
276,EXPA-510-1_res2160_mu1000_sigma100_rate970_aqOn.yuv,74,49,43,64,35,49,17,41,49,30,73,63,64,49,33,50,43,36,49,63,61,68,50,36,41,69,37,27,38,31,28,37,66,36,33,53,75,47.56756757,EXPA-510-1,2160p,970,1000,On,FALSE,2160p_1000,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,35.12687688
277,EXPA-510-1_res720_mu1500_sigma300_rate1736_aqOn.yuv,80,78,59,79,,87,77,72,84,72,67,75,82,49,78,60,56,95,74,73,75,70,71,57,74,72,54,78,47,79,58,67,99,67,65,83,95,72.44444444,EXPA-510-1,720p,1736,1500,On,FALSE,720p_1500,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,10.25
278,EXPA-510-1_res1080_mu500_sigma100_rate598_aqOn.yuv,60,43,44,48,32,68,53,58,69,72,97,55,69,36,26,53,53,61,29,65,32,36,47,40,74,60,46,48,47,42,61,47,49,47,42,42,83,52.27027027,EXPA-510-1,1080p,598,500,On,FALSE,1080p_500,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-510-1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,82.69444444,30.42417417
279,CHEM_res2160_mu11200_sigma300_rate11288_aqOn.yuv,79,60,60,79,66,72,50,77,80,70,67,75,70,62,79,76,32,96,74,36,56,68,71,53,59,75,52,72,90,65,75,91,78,90,41,79,96,69.48648649,CHEM,2160p,11288,11200,On,FALSE,2160p_11200,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,-2.783783784
280,CHEM_res1080_mu500_sigma100_rate772_aqOn.yuv,33,26,19,54,16,25,3,34,36,31,24,46,43,25,7,26,16,14,23,37,1,26,43,35,34,41,10,30,8,24,32,34,25,26,23,19,19,26.16216216,CHEM,1080p,772,500,On,FALSE,1080p_500,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,40.54054054
281,CHEM_res1080_mu1200_sigma100_rate1197_aqOn.yuv,50,38,2,39,12,34,10,56,46,47,67,62,49,45,26,47,31,6,23,41,39,25,81,39,35,43,41,42,41,37,29,33,33,28,48,21,37,37.37837838,CHEM,1080p,1197,1200,On,FALSE,1080p_1200,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,29.32432432
282,CHEM_res2160_mu3000_sigma300_rate3242_aqOn.yuv,68,37,41,53,48,53,46,64,57,65,90,67,54,43,21,40,43,60,15,52,49,45,77,60,54,51,42,42,40,58,31,80,58,57,47,50,46,51.45945946,CHEM,2160p,3242,3000,On,FALSE,2160p_3000,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,15.24324324
283,CHEM_res600_mu800_sigma200_rate630_aqOn.yuv,56,11,35,55,,47,18,76,46,64,56,15,39,49,8,20,3,25,25,27,24,27,63,29,33,30,25,29,26,24,11,47,24,34,35,19,42,33.25,CHEM,600p,630,800,On,FALSE,600p_800,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,33.4527027
284,CHEM_res2160_mu1000_sigma100_rate1012_aqOn.yuv,26,26,12,29,16,34,5,14,34,30,45,41,44,50,11,20,4,5,5,36,20,11,52,35,23,50,14,24,28,29,8,24,37,46,28,5,12,25.21621622,CHEM,2160p,1012,1000,On,FALSE,2160p_1000,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,41.48648649
285,CHEM_res720_mu1500_sigma300_rate1833_aqOn.yuv,69,63,38,59,48,68,25,54,69,70,73,57,71,50,28,41,44,78,51,76,31,49,66,45,72,58,51,45,48,57,50,50,43,80,33,27,39,53.40540541,CHEM,720p,1833,1500,On,FALSE,720p_1500,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,13.2972973
286,CHEM_res1080_mu5400_sigma300_rate4943_aqOn.yuv,79,86,44,71,,72,66,43,80,48,66,63,92,60,34,50,55,83,70,64,71,49,71,60,67,70,53,62,90,78,66,66,86,81,53,67,80,66.55555556,CHEM,1080p,4943,5400,On,FALSE,1080p_5400,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.7027027,0.147147147
288,EplJuvVsRma-night2_res2160_mu3000_sigma300_rate3107_aqOn.yuv,50,26,20,11,12,20,24,45,30,60,49,28,45,44,10,32,7,53,1,16,25,37,24,36,42,24,22,33,18,28,17,35,25,38,34,20,32,29,EplJuvVsRma-night2,2160p,3107,3000,On,FALSE,2160p_3000,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,31.02777778
289,EplJuvVsRma-night2_res2160_mu1700_sigma0_rate1700_aqOn.yuv,2,1,2,5,,9,1,38,7,40,5,6,11,11,3,2,1,1,4,10,1,3,1,32,4,2,3,1,1,1,2,2,1,1,17,3,1,6.527777778,EplJuvVsRma-night2,2160p,1700,1700,On,FALSE,2160p_1700,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,53.5
291,EplJuvVsRma-night2_res600_mu800_sigma200_rate595_aqOn.yuv,29,20,22,14,56,37,19,23,18,28,15,30,41,51,10,14,17,14,2,34,1,25,19,32,36,19,26,16,10,14,36,27,26,18,40,6,24,23.48648649,EplJuvVsRma-night2,600p,595,800,On,FALSE,600p_800,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,36.54129129
292,EplJuvVsRma-night2_res720_mu1500_sigma300_rate1278_aqOn.yuv,52,38,21,18,23,45,21,54,38,51,39,41,45,35,21,20,23,23,37,49,24,23,12,43,34,29,36,46,36,30,27,34,32,39,44,33,40,33.94594595,EplJuvVsRma-night2,720p,1278,1500,On,FALSE,720p_1500,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,26.08183183
293,EplJuvVsRma-night2_res2160_mu11200_sigma300_rate11053_aqOn.yuv,52,62,40,38,40,37,26,20,71,39,58,38,61,48,6,52,42,71,33,36,37,28,33,39,40,53,67,51,37,50,72,59,47,57,42,42,55,45.37837838,EplJuvVsRma-night2,2160p,11053,11200,On,FALSE,2160p_11200,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,14.6493994
294,EplJuvVsRma-night2_res1080_mu5400_sigma300_rate5259_aqOn.yuv,78,70,53,58,51,75,31,74,74,62,75,48,74,66,38,52,49,79,50,35,42,43,49,68,62,58,61,68,73,54,84,78,63,90,48,79,79,61.91891892,EplJuvVsRma-night2,1080p,5259,5400,On,FALSE,1080p_5400,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,-1.891141141
295,EplJuvVsRma-night2_res1080_mu1200_sigma100_rate892_aqOn.yuv,11,49,7,4,2,17,4,61,23,50,3,26,43,50,2,13,20,15,1,23,12,29,1,34,23,9,14,22,2,14,9,11,27,26,22,3,11,18.72972973,EplJuvVsRma-night2,1080p,892,1200,On,FALSE,1080p_1200,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,41.29804805
296,EplJuvVsRma-night2_res1080_mu500_sigma100_rate586_aqOn.yuv,18,1,1,5,2,2,1,4,8,7,2,23,26,16,2,1,1,1,1,15,1,7,1,25,4,6,8,5,7,1,1,2,1,1,22,3,1,6.297297297,EplJuvVsRma-night2,1080p,586,500,On,FALSE,1080p_500,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.02777778,53.73048048
297,CHMA-402_res2160_mu11200_sigma300_rate11337_aqOn.yuv,50,95,46,64,,94,90,84,82,73,96,79,96,79,94,82,83,99,93,83,100,82,88,69,83,83,75,86,67,76,71,76,100,83,75,90,94,82.22222222,CHMA-402,2160p,11337,11200,On,FALSE,2160p_11200,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,3.237237237
298,CHMA-402_res2160_mu3000_sigma300_rate3211_aqOn.yuv,81,73,44,57,,62,35,78,76,82,91,68,73,54,65,60,74,70,50,76,74,62,75,71,41,68,63,64,69,61,59,84,91,73,56,64,93,67.69444444,CHMA-402,2160p,3211,3000,On,FALSE,2160p_3000,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,17.76501502
299,CHMA-402_res720_mu1500_sigma300_rate1248_aqOn.yuv,60,38,28,56,67,40,33,54,59,53,67,72,72,49,45,41,42,89,49,62,36,29,76,60,44,52,47,61,61,42,43,74,64,49,67,18,44,52.51351351,CHMA-402,720p,1248,1500,On,FALSE,720p_1500,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,32.94594595
300,CHMA-402_res2160_mu1000_sigma100_rate966_aqOn.yuv,65,26,21,50,23,29,10,40,40,38,36,42,50,36,4,24,33,44,1,31,5,22,48,36,35,27,30,44,18,36,16,32,31,4,26,22,25,29.72972973,CHMA-402,2160p,966,1000,On,FALSE,2160p_1000,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,55.72972973
301,CHMA-402_res1080_mu500_sigma100_rate498_aqOn.yuv,30,26,17,1,10,15,1,12,20,48,48,27,40,23,2,16,24,1,1,45,5,11,20,37,21,27,17,28,23,13,27,35,12,9,16,21,17,20.16216216,CHMA-402,1080p,498,500,On,FALSE,1080p_500,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,65.2972973
302,CHMA-402_res1080_mu1200_sigma100_rate1193_aqOn.yuv,54,49,38,3,,71,29,22,59,55,69,58,75,48,49,62,30,78,27,61,23,35,75,58,33,36,38,60,48,37,48,68,47,43,22,47,57,47.55555556,CHMA-402,1080p,1193,1200,On,FALSE,1080p_1200,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,37.9039039
303,CHMA-402_res1080_mu5400_sigma300_rate5380_aqOn.yuv,76,98,50,35,91,91,68,90,50,83,86,85,86,63,74,67,56,98,70,80,100,72,64,59,90,81,72,85,61,71,87,75,98,59,45,68,70,74.43243243,CHMA-402,1080p,5380,5400,On,FALSE,1080p_5400,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,11.02702703
305,CHMA-402_res600_mu800_sigma200_rate557_aqOn.yuv,59,49,20,36,19,16,16,27,44,60,51,39,61,38,6,52,26,36,21,41,18,26,50,38,48,31,38,40,27,24,35,31,26,27,30,30,36,34.37837838,CHMA-402,600p,557,800,On,FALSE,600p_800,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.45945946,51.08108108
307,EplJuvVsRma-night1_res600_mu800_sigma200_rate779_aqOn.yuv,52,31,17,25,33,43,10,12,37,55,39,32,45,50,20,20,23,28,11,32,21,22,46,35,29,44,40,34,27,31,22,34,30,52,49,5,37,31.7027027,EplJuvVsRma-night1,600p,779,800,On,FALSE,600p_800,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,47.91891892
308,EplJuvVsRma-night1_res2160_mu1700_sigma0_rate1700_aqOn.yuv,50,43,13,48,,57,10,36,37,55,36,31,68,39,23,26,9,44,29,39,34,46,38,35,38,29,54,39,23,24,30,35,27,12,28,12,24,33.91666667,EplJuvVsRma-night1,2160p,1700,1700,On,FALSE,2160p_1700,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,45.70495495
309,EplJuvVsRma-night1_res2160_mu3000_sigma300_rate2520_aqOn.yuv,37,54,39,53,41,40,44,15,64,68,38,68,59,53,36,33,49,62,31,40,50,24,47,50,75,75,52,45,42,54,34,55,23,49,45,25,37,46.10810811,EplJuvVsRma-night1,2160p,2520,3000,On,FALSE,2160p_3000,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,33.51351351
310,EplJuvVsRma-night1_res1080_mu1200_sigma100_rate1252_aqOn.yuv,55,57,10,45,,38,10,38,43,53,51,,52,40,28,50,35,51,33,53,38,42,57,37,54,44,41,36,34,28,27,69,56,42,29,20,38,40.97142857,EplJuvVsRma-night1,1080p,1252,1200,On,FALSE,1080p_1200,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,38.65019305
311,EplJuvVsRma-night1_res1080_mu500_sigma100_rate534_aqOn.yuv,52,10,10,15,,21,1,14,16,44,5,32,28,23,6,9,1,10,12,16,9,3,18,40,28,25,22,4,1,17,3,25,19,16,23,11,15,16.77777778,EplJuvVsRma-night1,1080p,534,500,On,FALSE,1080p_500,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,62.84384384
312,EplJuvVsRma-night1_res720_mu1500_sigma300_rate1235_aqOn.yuv,46,35,26,41,,38,17,28,41,50,50,50,61,37,38,28,27,59,17,50,27,33,44,49,62,45,27,44,25,35,23,51,50,37,23,26,37,38.25,EplJuvVsRma-night1,720p,1235,1500,On,FALSE,720p_1500,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,41.37162162
313,EplJuvVsRma-night1_res2160_mu11200_sigma300_rate10916_aqOn.yuv,81,48,58,64,67,93,79,96,80,83,78,76,80,67,92,80,74,96,68,76,71,74,51,48,69,86,75,75,56,73,67,90,49,98,55,75,71,73.48648649,EplJuvVsRma-night1,2160p,10916,11200,On,FALSE,2160p_11200,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,6.135135135
314,EplJuvVsRma-night1_res1080_mu5400_sigma300_rate5567_aqOn.yuv,82,49,44,52,47,74,32,88,71,82,59,74,85,55,42,52,42,75,76,50,73,72,91,59,76,74,63,63,59,60,58,86,25,83,65,61,90,64.56756757,EplJuvVsRma-night1,1080p,5567,5400,On,FALSE,1080p_5400,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,79.62162162,15.05405405
316,HNNA-102_res1080_mu500_sigma100_rate449_aqOn.yuv,27,26,26,21,9,19,7,72,33,30,79,39,37,32,7,26,16,21,1,43,10,5,14,37,29,43,25,27,7,19,31,12,53,17,40,21,30,26.78378378,HNNA-102,1080p,449,500,On,FALSE,1080p_500,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,28.71621622
317,HNNA-102_res2160_mu11200_sigma300_rate11721_aqOn.yuv,73,63,49,64,31,77,51,47,42,67,76,53,42,53,41,53,65,87,71,60,49,49,58,56,64,50,69,67,44,50,75,90,50,57,56,60,62,58.67567568,HNNA-102,2160p,11721,11200,On,FALSE,2160p_11200,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,-3.175675676
318,HNNA-102_res1080_mu1200_sigma100_rate1218_aqOn.yuv,59,39,51,60,,59,40,26,57,72,64,67,62,55,48,51,40,78,50,58,47,37,24,41,62,47,50,48,33,45,57,58,66,64,44,50,44,51.47222222,HNNA-102,1080p,1218,1200,On,FALSE,1080p_1200,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,4.027777778
319,HNNA-102_res1080_mu5400_sigma300_rate5218_aqOn.yuv,50,50,57,63,,72,49,18,68,63,61,79,76,60,33,50,71,26,49,37,48,51,1,65,74,73,70,72,33,55,58,66,65,80,66,32,70,55.86111111,HNNA-102,1080p,5218,5400,On,FALSE,1080p_5400,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,-0.361111111
320,HNNA-102_res2160_mu3000_sigma300_rate2873_aqOn.yuv,69,50,69,58,41,67,40,33,45,73,31,,49,48,34,57,34,85,54,44,23,31,49,52,83,45,63,68,37,42,63,72,54,79,56,63,73,53.72222222,HNNA-102,2160p,2873,3000,On,FALSE,2160p_3000,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,1.777777778
321,HNNA-102_res600_mu800_sigma200_rate654_aqOn.yuv,58,25,44,58,20,53,37,40,60,79,78,57,48,60,7,36,34,73,23,48,37,27,47,36,59,39,48,48,33,45,58,56,38,54,43,35,50,45.7027027,HNNA-102,600p,654,800,On,FALSE,600p_800,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,9.797297297
